,incident_key,distance,distance_score,horizon_score,radius_boost_score,event,event_score,frc,frc_score,delay,delay_score,ranking_score
233,TTR24436104644012000,957.1958424,-6.97663,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
234,TTR23270463108011000,1165.883408,-8.7157,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
235,TTR23175224984005001,1193.00777,-8.94173,,0,ACCIDENT,1,FRC5,0.5,0,0,-1
237,TTR28801755500015000,309.2696733,-1.57725,,0,CLOSURE,1,FRC7,0.3,0,0,-1
238,TTR24961274560193000,744.5982636,-5.20499,,0,ROADWORKS,0.6,FRC1,0.9,0,0,-1
240,TTR23965800320044000,1027.014262,-7.55845,,0,CLOSURE,1,FRC4,0.6,0,0,-1
241,TTR23380056184021001,1197.372215,-8.9781,,0,ACCIDENT,1,FRC5,0.5,0,0,-1
242,TTR28181389036322001,160.8437677,-0.34036,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
243,TTL25743225952660001,529.0761799,-3.40897,,0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,285,1,-1
244,TTL28871004636006000,328.5191047,-1.73766,,0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,175,1,-1
245,TTR22756818276021000,1337.299238,-10.14416,,0,CLOSURE,1,FRC5,0.5,0,0,-1
248,TTR26600213268010000,317.5421627,-1.64618,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
249,TTR24251441312058001,994.7634715,-7.2897,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
250,TTR23414732144036000,1128.651322,-8.40543,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
251,TTR24597694316010001,890.8848897,-6.42404,,0,ACCIDENT,1,FRC2,0.8,0,0,-1
252,TTR23382942228021001,1194.973845,-8.95812,,0,ACCIDENT,1,FRC5,0.5,0,0,-1
253,TTR21305471652325000,1696.35411,-13.13628,,0,CLOSURE,1,FRC5,0.5,0,0,-1
255,TTR26588669072010000,311.1346879,-1.59279,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
256,TTL27295610664019000,295.3884149,-1.46157,,0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,103,1,-1
257,TTR27829392588038001,126.7444592,-0.0562,,0,CLOSURE,1,FRC6,0.4,0,0,-1
258,TTW23584969196016000,1086.606028,-8.05505,,0,JAM_TAIL_WARNING,0.9,FRC0,1,0,0,-1
259,TTR24401536344053000,873.1065821,-6.27589,,0,CLOSURE,1,FRC5,0.5,0,0,-1
261,TTR24381313452021000,888.2454085,-6.40205,,0,CLOSURE,1,FRC5,0.5,0,0,-1
262,TTR24032155552306000,1035.081303,-7.62568,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
263,TTR27829392188012000,123.6033071,-0.03003,,0,CLOSURE,1,FRC4,0.6,0,0,-1
264,TTR26063516544524000,431.9619899,-2.59968,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
266,TTL28787331120020001_1,302.2010574,-1.51834,,0,JAM_CONDITIONAL,0.9,FRC4,0.6,240,1,-1
267,TTR24150492512003000,938.0571656,-6.81714,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
268,TTR24387084396022001,886.6243333,-6.38854,,0,CLOSURE,1,FRC6,0.4,0,0,-1
269,TTR23847528724074000,1015.460983,-7.46217,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
270,TTR23065579952043000,1221.881328,-9.18234,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
271,TTL28856575548014004,327.5731631,-1.72978,,0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,70,1,-1
272,TTR24202391868006002,996.8188604,-7.30682,,0,CLOSURE,1,FRC6,0.4,0,0,-1
273,TTR23264648188093001,1207.41313,-9.06178,,0,ROADWORKS,0.6,FRC5,0.5,0,0,-1
274,TTR26077946044036000,430.9561781,-2.5913,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
275,TTL28801757436036001_2,307.1818203,-1.55985,,0,JAM_CONDITIONAL,0.9,FRC4,0.6,97,1,-1
276,TTR24860261768011001,840.4198382,-6.0035,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
277,TTR28790214948055001,304.4368334,-1.53697,,0,CLOSURE,1,FRC7,0.3,0,0,-1
278,TTR28850806908011001,323.1243945,-1.6927,,0,ACCIDENT,1,FRC3,0.7,0,0,-1
279,TTR27272524792013000,274.820917,-1.29017,,0,CLOSURE,1,FRC5,0.5,0,0,-1
280,TTR28871002908014001,330.5803201,-1.75484,,0,CLOSURE,1,FRC6,0.4,0,0,-1
281,TTR27892872624007001,143.8214426,-0.19851,,0,CLOSURE,1,FRC7,0.3,0,0,-1
282,TTR22104726732200000,1488.143387,-11.40119,,0,ROADWORKS,0.6,FRC0,1,0,0,-1
283,TTR28746934900015000,291.9613299,-1.43301,,0,CLOSURE,1,FRC7,0.3,0,0,-1
284,TTR26424200676018000,350.987448,-1.9249,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
285,TTR24773695804026000,876.1892592,-6.30158,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
286,TTR22127790936010000,1522.934627,-11.69112,,0,CLOSURE,1,FRC2,0.8,0,0,-1
287,TTL21666130988022000,1631.340309,-12.5945,,0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,145,1,-1
288,TTL28882545700060006,331.9244348,-1.76604,,0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,117,1,-1
289,TTR27803425068210001,134.5541786,-0.12128,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
290,TTL28299687912035011_3,198.7787903,-0.65649,,0,JAM_CONDITIONAL,0.9,FRC2,0.8,147,1,-1
291,TTR23160801068420002,1196.382296,-8.96985,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
292,TTR28934469024010001,384.3537113,-2.20295,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
293,TTR24672706804070002,901.2836262,-6.5107,,0,ROADWORKS,0.6,FRC6,0.4,0,0,-1
294,TTR24234127692045002,1002.71842,-7.35599,,0,ROADWORKS,0.6,FRC5,0.5,0,0,-1
295,TTR24188027228076001,941.0152484,-6.84179,,0,CLOSURE,1,FRC4,0.6,0,0,-1
296,TTR20915917752019000,1846.45378,-14.38711,,0,CLOSURE,1,FRC3,0.7,0,0,-1
297,TTR27217697336106000,241.7610239,-1.01468,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
299,TTL28648836684012009_3,265.4254199,-1.21188,,0,JAM_CONDITIONAL,0.9,FRC4,0.6,144,1,-1
301,TTR28308367368125000,200.0316979,-0.66693,,0,CLOSURE,1,FRC5,0.5,0,0,-1
302,TTL26132761416082000,412.8596393,-2.4405,,0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,946,1,-1
303,TTR28726738632013000,285.8683466,-1.38224,,0,CLOSURE,1,FRC5,0.5,0,0,-1
304,TTR24378429780022001,886.7722634,-6.38977,,0,CLOSURE,1,FRC6,0.4,0,0,-1
305,TTR27226357920000001,275.8857887,-1.29905,,0,ACCIDENT,1,FRC0,1,0,0,-1
306,TTR28801756920020000,307.7193803,-1.56433,,0,CLOSURE,1,FRC4,0.6,0,0,-1
307,TTR21224652948012000,1773.638219,-13.78032,,0,CLOSURE,1,FRC4,0.6,0,0,-1
308,TTR21319900092251000,1687.300776,-13.06084,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
309,TTR28778675508547001,297.5770508,-1.47981,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
310,TTR24594808188034001,894.5192401,-6.45433,,0,ROADWORKS,0.6,FRC2,0.8,23,0.8,-1
311,TTR24268787964165000,910.5297531,-6.58775,,0,CLOSURE,1,FRC5,0.5,0,0,-1
312,TTR23270463108035000,1165.975479,-8.71646,,0,CLOSURE,1,FRC3,0.7,0,0,-1
313,TTR23111727400061000,1235.929022,-9.29941,,0,CLOSURE,1,FRC5,0.5,0,0,-1
315,TTR25013194324042002,779.8480243,-5.49873,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
317,TTR24589038396002001,891.5070384,-6.42923,,0,HAZARD,1,FRC2,0.8,0,0,-1
319,TTR23356974656018001,1199.589228,-8.99658,,0,ACCIDENT,1,FRC2,0.8,0,0,-1
320,TTR27364848376011000,188.4304692,-0.57025,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
321,TTR24496694568038000,954.0245171,-6.9502,,0,CLOSURE,1,FRC6,0.4,0,0,-1
323,TTL27292725260043000,295.5404723,-1.46284,,0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,150,1,-1
324,TTR28042914892034000,174.7041488,-0.45587,,0,CLOSURE,1,FRC2,0.8,0,0,-1
325,TTR24280351176010000,905.8103904,-6.54842,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
326,TTR24441875944019000,953.4875681,-6.94573,,0,CLOSURE,1,FRC3,0.7,0,0,-1
327,TTR21793106512030000,1565.153792,-12.04295,,0,CLOSURE,1,FRC6,0.4,0,0,-1
328,TTR27835163352013002,126.9628017,-0.05802,,0,CLOSURE,1,FRC5,0.5,0,0,-1
329,TTL27829392444043000_3,126.4185217,-0.05349,,0,JAM_CONDITIONAL,0.9,FRC3,0.7,169,1,-1
330,TTR23111761596652000,1208.380965,-9.06984,,0,CLOSURE,1,FRC4,0.6,0,0,-1
332,TTR27263868876005000,277.5696047,-1.31308,,0,CLOSURE,1,FRC5,0.5,0,0,-1
333,TTR23512825044070001,1101.586179,-8.17988,,0,ROADWORKS,0.6,FRC6,0.4,0,0,-1
334,TTL21143874024027000,1765.078715,-13.70899,,0,NONLOS_DELAY,0.8,FRC3,0.7,64,1,-1
335,TTR28868117824021000,329.7896574,-1.74825,,0,CLOSURE,1,FRC5,0.5,0,0,-1
336,TTL28761362172011005_3,295.9078688,-1.4659,,0,JAM_CONDITIONAL,0.9,FRC3,0.7,209,1,-1
337,TTR28363188204083000,206.5084987,-0.7209,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
338,TTL25145915440428000,772.0339664,-5.43362,,0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,1989,1,-1
339,TTR28810407816006001,317.808737,-1.64841,,0,ACCIDENT,1,FRC6,0.4,0,0,-1
340,TTL24609235336004001,889.6604647,-6.41384,,0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,49,1,-1
341,TTR23665759596101000,1063.201125,-7.86001,,0,CLOSURE,1,FRC5,0.5,0,0,-1
342,TTR24415905996010001,964.9703244,-7.04142,,0,ROADWORKS,0.6,FRC2,0.8,24,0.9,-1
343,TTR21143874024027000,1765.078715,-13.70899,,0,ROADWORKS,0.6,FRC3,0.7,64,1,-1
344,TTR23377192404026000,1151.204768,-8.59337,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
345,TTR24066763152244001,1086.13834,-8.05115,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
346,TTR24615007492014001,884.3265355,-6.36939,,0,ACCIDENT,1,FRC6,0.4,0,0,-1
347,TTL28871003124042001_2,330.4259296,-1.75355,,0,JAM_CONDITIONAL,0.9,FRC2,0.8,154,1,-1
349,TTR24205276692116000,1000.799607,-7.34,,0,CLOSURE,1,FRC4,0.6,0,0,-1
350,TTR24935282228012000,821.1347747,-5.84279,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
351,TTR24447693076003000,857.9917836,-6.14993,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
353,TTR26109682644012000,420.6485651,-2.5054,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
354,TTL28847921740002000,322.1495993,-1.68458,,0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,75,1,-1
355,TTR27315793844010000,173.4965106,-0.4458,,0,ROADWORKS,0.6,FRC2,0.8,2,0,-1
356,TTR24176469776101000,929.7991134,-6.74833,,0,CLOSURE,1,FRC5,0.5,0,0,-1
359,TTR28755592020396001,295.8901206,-1.46575,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
360,TTR23030967644083000,1225.909594,-9.21591,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
361,TTR28885430864125000,334.1261475,-1.78438,,0,TRAFFIC_RESTRICTION,0.6,FRC5,0.5,0,0,-1
362,TTR24248553732134001,1003.490125,-7.36242,,0,CLOSURE,1,FRC6,0.4,0,0,-1
363,TTR27849590556013000,131.3628574,-0.09469,,0,CLOSURE,1,FRC5,0.5,0,0,-1
364,TTR27442762184010000,249.1884736,-1.07657,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
365,TTR28671920964014000,273.2373782,-1.27698,,0,CLOSURE,1,FRC6,0.4,0,0,-1
366,TTR26121221380117001,417.0531852,-2.47544,,0,ROADWORKS,0.6,FRC5,0.5,0,0,-1
367,TTR27321564372096001,162.5197487,-0.35433,,0,ACCIDENT,1,FRC0,1,0,0,-1
368,TTR24493821936116000,909.2223786,-6.57685,,0,CLOSURE,1,FRC4,0.6,0,0,-1
369,TTR24508262024023000,871.5240423,-6.2627,,0,CLOSURE,1,FRC7,0.3,0,0,-1
370,TTR26510761872011001,327.2777499,-1.72731,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
371,TTW25359459144000000,650.750441,-4.42292,,0,JAM_TAIL_WARNING,0.9,FRC0,1,0,0,-1
373,TTR25007423368010000,780.4359416,-5.50363,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
374,TTR28847921364003001,321.9501041,-1.68292,,0,ROADWORKS,0.6,FRC3,0.7,2,0,-1
376,TTR24915089052212000,808.8235622,-5.7402,,0,CLOSURE,1,FRC4,0.6,0,0,-1
377,TTL28801757484027000,307.987972,-1.56657,,0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,304,1,-1
378,TTR23792671916142000,1083.043947,-8.02537,,0,CLOSURE,1,FRC6,0.4,0,0,-1
379,TTL23100204024007001,1213.676765,-9.11397,,0,JAM_UNCONDITIONAL,0.9,FRC7,0.3,138,1,-1
381,TTR23570539308021001,1085.914594,-8.04929,,0,ROADWORKS,0.6,FRC5,0.5,0,0,-1
382,TTR28071768888092001,178.4753383,-0.48729,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
383,TTR28885430844022000,333.1906,-1.77659,,0,TRAFFIC_RESTRICTION,0.6,FRC6,0.4,0,0,-1
384,TTL28195813824007001,173.754572,-0.44795,,0,JAM_UNCONDITIONAL,0.9,FRC7,0.3,96,1,-1
385,TTR21651727932010001,1593.134078,-12.27612,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
386,TTR27281177008163001,240.3186098,-1.00266,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
387,TTL27846705128017009,128.9916893,-0.07493,,0,JAM_UNCONDITIONAL,0.9,FRC1,0.9,52,1,-1
388,TTR21588220696154000,1663.496568,-12.86247,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
389,TTL24430332976006000,960.9006844,-7.00751,,0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,192,1,-1
390,TTL28882545700060006_3,331.9244348,-1.76604,,0,JAM_CONDITIONAL,0.9,FRC2,0.8,349,1,-1
392,TTR24539987608102002,901.2374154,-6.51031,,0,CLOSURE,1,FRC6,0.4,0,0,-1
393,TTR21674786460043000,1631.547739,-12.59623,,0,CLOSURE,1,FRC3,0.7,0,0,-1
394,TTR24398624428005001,885.4498762,-6.37875,,0,ROADWORKS,0.6,FRC5,0.5,2,0,-1
395,TTR28764246212035001,297.338841,-1.47782,,0,TRAFFIC_RESTRICTION,0.6,FRC3,0.7,0,0,-1
396,TTR22938617068043001,1258.097799,-9.48415,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
397,TTL28879660268014000,331.4955282,-1.76246,,0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,152,1,-1
399,TTR24436104932268000,956.6236637,-6.97186,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
400,TTR27246555044011000,268.0690531,-1.23391,,0,TRAFFIC_RESTRICTION,0.6,FRC3,0.7,0,0,-1
401,TTR28888316220126000,334.5055335,-1.78755,,0,CLOSURE,1,FRC6,0.4,0,0,-1
402,TTR26634838216002000,309.3096035,-1.57758,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
403,TTR23634010728013001,1071.324765,-7.92771,,0,CLOSURE,1,FRC5,0.5,0,0,-1
404,TTR27330234080011001,280.39774,-1.33665,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
405,TTR26075060504052000,430.7104422,-2.58925,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
406,TTL28195813812011005,172.9830991,-0.44153,,0,JAM_UNCONDITIONAL,0.9,FRC3,0.7,226,1,-1
407,TTR28484373520002001,230.3256921,-0.91938,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
408,TTR24496694568022001,954.1704002,-6.95142,,0,CLOSURE,1,FRC6,0.4,0,0,-1
409,TTR23440707576124000,1128.405417,-8.40338,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
410,TTR23414732428044000,1129.008413,-8.4084,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
411,TTR23137735500202000,1198.813313,-8.99011,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
412,TTR22852079744125001,1272.598572,-9.60499,,0,ROADWORKS,0.6,FRC5,0.5,0,0,-1
413,TTR21190036608043000,1761.458403,-13.67882,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
414,TTR24436136896061000,872.6772825,-6.27231,,0,CLOSURE,1,FRC5,0.5,0,0,-1
415,TTR22347111184229001,1412.370144,-10.76975,,0,ROADWORKS,0.6,FRC5,0.5,0,0,-1
416,TTR28787326468154002,308.7521151,-1.57293,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
417,TTR28885430808102000,333.312693,-1.77761,,0,TRAFFIC_RESTRICTION,0.6,FRC6,0.4,0,0,-1
418,TTR28801757952013000,306.8759987,-1.5573,,0,CLOSURE,1,FRC5,0.5,0,0,-1
419,TTR28839262968014001,323.5352779,-1.69613,,0,ACCIDENT,1,FRC6,0.4,0,0,-1
420,TTL21873906688009004_2,1532.675424,-11.7723,,0,JAM_CONDITIONAL,0.9,FRC1,0.9,224,1,-1
421,TTR28319909036015000,201.6046076,-0.68004,,0,CLOSURE,1,FRC7,0.3,0,0,-1
422,TTR24335117636022000,974.0892568,-7.11741,,0,CLOSURE,1,FRC6,0.4,0,0,-1
423,TTR21957573600076000,1523.169167,-11.69308,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
424,TTR24384202508018000,882.5783591,-6.35482,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
425,TTR27237899676003001,276.2022719,-1.30169,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
426,TTL28645949952015000,264.4174995,-1.20348,,0,JAM_UNCONDITIONAL,0.9,FRC7,0.3,54,1,-1
427,TTR27396588920013000,193.6954969,-0.61413,,0,CLOSURE,1,FRC5,0.5,0,0,-1
430,TTR24672706732046000,901.7084132,-6.51424,,0,CLOSURE,1,FRC6,0.4,0,0,-1
431,TTR26536730148010000,319.9646978,-1.66637,,0,CLOSURE,1,FRC2,0.8,0,0,-1
432,TTR24389974029138000,877.2715308,-6.3106,,0,CLOSURE,1,FRC2,0.8,0,0,-1
433,TTL23221393236074000,1176.167137,-8.80139,,0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,130,1,-1
434,TTR28518996900251001,236.4872059,-0.97073,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
435,TTR21371836264133000,1676.242708,-12.96869,,0,CLOSURE,1,FRC5,0.5,0,0,-1
436,TTR24868943452027000,765.1053208,-5.37588,,0,CLOSURE,1,FRC3,0.7,0,0,-1
437,TTR28868113692005000,338.3634465,-1.8197,,0,CLOSURE,1,FRC5,0.5,0,0,-1
438,TTR25027621540015002,774.3414504,-5.45285,,0,CLOSURE,1,FRC7,0.3,0,0,-1
439,TTR25027621540015003,774.2102403,-5.45175,,0,CLOSURE,1,FRC7,0.3,0,0,-1
440,TTR27416792956021000,245.1655969,-1.04305,,0,CLOSURE,1,FRC5,0.5,0,0,-1
441,TTR28764246024007000,297.8071694,-1.48173,,0,CLOSURE,1,FRC7,0.3,0,0,-1
442,TTR23781124264093000,1103.044173,-8.19203,,0,CLOSURE,1,FRC5,0.5,0,0,-1
444,TTR24658289168028001,871.5404061,-6.26284,,0,TRAFFIC_RESTRICTION,0.6,FRC4,0.6,0,0,-1
445,TTL28651723604011001_3,268.3928658,-1.23661,,0,JAM_CONDITIONAL,0.9,FRC3,0.7,183,1,-1
447,TTL28181389032322000,156.8666944,-0.30722,,0,NONLOS_DELAY,0.8,FRC2,0.8,135,1,-1
448,TTR27835163052020001,124.1800242,-0.03483,,0,CLOSURE,1,FRC4,0.6,0,0,-1
449,TTR27835163052020000,124.1914302,-0.03493,,0,CLOSURE,1,FRC4,0.6,0,0,-1
450,TTL23564771448010001,1089.251084,-8.07709,,0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,52,1,-1
451,TTR28853691660015001,324.3962193,-1.7033,,0,CLOSURE,1,FRC7,0.3,0,0,-1
452,TTR25241153652021000,682.5945975,-4.68829,,0,CLOSURE,1,FRC5,0.5,0,0,-1
453,TTL28842149012015000,322.9689884,-1.69141,,0,JAM_UNCONDITIONAL,0.9,FRC7,0.3,85,1,-1
454,TTR24863146924013000,840.0357872,-6.0003,,0,CLOSURE,1,FRC5,0.5,0,0,-1
456,TTR28764246092015000,297.8386662,-1.48199,,0,CLOSURE,1,FRC7,0.3,0,0,-1
457,TTR23423382684069001,1124.829195,-8.37358,,0,ROADWORKS,0.6,FRC5,0.5,0,0,-1
458,TTR27664925112212001,124.4617121,-0.03718,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
459,TTR24196683496020000,939.2969628,-6.82747,,0,CLOSURE,1,FRC4,0.6,0,0,-1
460,TTR21790221364038000,1565.49796,-12.04582,,0,ROADWORKS,0.6,FRC6,0.4,0,0,-1
462,TTR23033846620029001,1226.538521,-9.22115,,0,ROADWORKS,0.6,FRC5,0.5,0,0,-1
463,TTL28775787768019001_3,301.1050956,-1.50921,,0,JAM_CONDITIONAL,0.9,FRC3,0.7,224,1,-1
464,TTR20777423344115000,1869.517833,-14.57932,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
465,TTR24545780476146000,844.0346091,-6.03362,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
466,TTL25359459144000000,650.750441,-4.42292,,0,JAM_UNCONDITIONAL,0.9,FRC0,1,691,1,-1
467,TTR22220128188371000,1485.731633,-11.3811,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
468,TTR28651722408015000,266.5571373,-1.22131,,0,CLOSURE,1,FRC7,0.3,0,0,-1
469,TTR22834748128067000,1280.971185,-9.67476,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
470,TTL22283635896014001,1424.923183,-10.87436,,0,JAM_UNCONDITIONAL,0.9,FRC6,0.4,79,1,-1
471,TTR28319908968015000,201.580544,-0.67984,,0,CLOSURE,1,FRC7,0.3,0,0,-1
472,TTR24496694532022001,954.3217671,-6.95268,,0,CLOSURE,1,FRC6,0.4,0,0,-1
473,TTL24609235340012001,889.5539898,-6.41295,,0,JAM_UNCONDITIONAL,0.9,FRC4,0.6,256,1,-1
474,TTR26158730212018000,407.6482499,-2.39707,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
475,TTR25027621500007002,774.2158992,-5.4518,,0,CLOSURE,1,FRC7,0.3,0,0,-1
476,TTR28761364704149000,295.5917969,-1.46326,,0,ROADWORKS,0.6,FRC5,0.5,0,0,-1
477,TTR25027621500007003,774.3253392,-5.45271,,0,CLOSURE,1,FRC7,0.3,0,0,-1
478,TTR24508262096015000,871.506802,-6.26256,,0,CLOSURE,1,FRC7,0.3,0,0,-1
479,TTR28798868988017001,309.7730055,-1.58144,,0,ACCIDENT,1,FRC1,0.9,0,0,-1
480,TTL27315805544015001,268.7096008,-1.23925,,0,JAM_UNCONDITIONAL,0.9,FRC7,0.3,69,1,-1
481,TTL24418791360021000,964.3264751,-7.03605,,0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,156,1,-1
482,TTR24496694676022001,954.1704002,-6.95142,,0,CLOSURE,1,FRC6,0.4,0,0,-1
483,TTL23680186968013000,1059.940764,-7.83284,,0,JAM_UNCONDITIONAL,0.9,FRC5,0.5,66,1,-1
485,TTR24040794600021000,1092.513097,-8.10428,,0,CLOSURE,1,FRC5,0.5,0,0,-1
486,TTR26227980828003001,389.3187881,-2.24432,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
487,TTR25255581332077000,677.0868816,-4.64239,,0,CLOSURE,1,FRC5,0.5,0,0,-1
488,TTR27881329268039001,128.2795368,-0.069,,0,CLOSURE,1,FRC7,0.3,0,0,-1
489,TTR27359086160014001,259.8840857,-1.1657,,0,CLOSURE,1,FRC6,0.4,0,0,-1
491,TTR28778676120021000,300.0589633,-1.50049,,0,CLOSURE,1,FRC5,0.5,0,0,-1
492,TTR22690491184076000,1314.147348,-9.95123,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
493,TTR24384164324342000,981.6628518,-7.18052,,0,CLOSURE,1,FRC6,0.4,0,0,-1
494,TTR28634409140007000,260.7924328,-1.17327,,0,CLOSURE,1,FRC7,0.3,0,0,-1
495,TTR22188402880076000,1468.317914,-11.23598,,0,CLOSURE,1,FRC4,0.6,0,0,-1
497,TTR28311252768133000,200.2259181,-0.66855,,0,CLOSURE,1,FRC5,0.5,0,0,-1
498,TTR24441875944003002,953.4875681,-6.94573,,0,CLOSURE,1,FRC3,0.7,0,0,-1
499,TTR26473241444108000,323.4796061,-1.69566,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
500,TTR22857837680034000,1271.022635,-9.59186,,0,ROADWORKS,0.6,FRC2,0.8,216,1,-1
502,TTR24961256164290001,794.0117879,-5.61676,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
503,TTL23515717284000002,1103.816606,-8.19847,,0,JAM_UNCONDITIONAL,0.9,FRC0,1,223,1,-1
504,TTR25241153724029000,682.4432177,-4.68703,,0,CLOSURE,1,FRC5,0.5,0,0,-1
505,TTR23016521712027000,1242.090449,-9.35075,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
506,TTR26594442396010000,318.0858082,-1.65072,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
507,TTL28337213832026000,182.5864645,-0.52155,,0,JAM_UNCONDITIONAL,0.9,FRC2,0.8,164,1,-1
509,TTR23356973628010001,1201.705491,-9.01421,,0,ACCIDENT,1,FRC2,0.8,0,0,-1
510,TTR24369782684083000,880.5444878,-6.33787,,0,ROADWORKS,0.6,FRC3,0.7,0,0,-1
511,TTR25021851660014000,773.8535293,-5.44878,,0,CLOSURE,1,FRC6,0.4,0,0,-1
513,TTR24967027216006000,792.8890826,-5.60741,,0,ROADWORKS,0.6,FRC6,0.4,0,0,-1
514,TTL28403583040008002,211.8063176,-0.76505,,0,JAM_UNCONDITIONAL,0.9,FRC0,1,25,0.9,-1
515,TTR24084094152070000,1014.995272,-7.45829,,0,CLOSURE,1,FRC6,0.4,0,0,-1
516,TTR27852476436007002,135.8674006,-0.13223,,0,CLOSURE,1,FRC7,0.3,0,0,-1
517,TTR28671920964004001,273.2742202,-1.27729,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
518,TTR25036278164004001,770.7702442,-5.42309,,0,ROADWORKS,0.6,FRC4,0.6,0,0,-1
519,TTR27852476436007003,135.9196108,-0.13266,,0,CLOSURE,1,FRC7,0.3,0,0,-1
520,TTR26796418184018001,261.4584586,-1.17882,,0,ROADWORKS,0.6,FRC2,0.8,0,0,-1
